dataset,sample_id,text,original_label,original_label_name,mapped_label,mapped_label_name,split,source_fields_used,context_text,modality,has_image,metadata,cleaning_notes
FakeNewsNet,fn_stylecaster.com_44,Selena Gomez and Emily Ratajkowski Wore the Exact Same Mismatched Shoes,real,real,0,real,,title,,text,False,"{""source"": ""stylecaster.com"", ""url"": ""https://stylecaster.com/selena-gomez-emily-ratajkowski-wear-same-shoes/"", ""source_domain"": ""stylecaster.com"", ""tweet_num"": ""0"", ""platform"": ""news""}",
FakeNewsNet,fn_www.msn.com_42,"Beyonce, Jay Z having fourth baby via surrogate?",fake,fake,1,fake,,title,,text,False,"{""source"": ""www.msn.com"", ""url"": ""www.msn.com/en-za/entertainment/story/beyonce-jay-z-having-fourth-baby-via-surrogate/ar-BBILoMc"", ""source_domain"": ""www.msn.com"", ""tweet_num"": ""13"", ""platform"": ""news""}",
FakeNewsNet,fn_www.yourtango.com_100,Is Khloe Kardashian Pregnant Again? New Rumors She's Expecting Baby #2 With Tristan Thompson,real,real,0,real,,title,,text,False,"{""source"": ""www.yourtango.com"", ""url"": ""https://www.yourtango.com/2018316340/is-khloe-kardashian-pregnant-again-new-rumors-shes-expecting-baby-two-with-tristan-thompson"", ""source_domain"": ""www.yourtango.com"", ""tweet_num"": ""1133"", ""platform"": ""news""}",
FakeNewsNet,fn_people.com_49,Elon Musk Opens Up About His Breakup with Amber Heard: 'It Hurt Bad',real,real,0,real,,title,,text,False,"{""source"": ""people.com"", ""url"": ""https://people.com/movies/elon-musk-talks-amber-heard-breakup/"", ""source_domain"": ""people.com"", ""tweet_num"": ""33"", ""platform"": ""news""}",
FakeNewsNet,fn_www.revolvermag.com_46,"Hear Chris Cornell's Previously Unreleased Song ""When Bad Does Good"" Off New Box Set",real,real,0,real,,title,,text,False,"{""source"": ""www.revolvermag.com"", ""url"": ""https://www.revolvermag.com/music/hear-chris-cornells-previously-unreleased-song-when-bad-does-good-new-box-set"", ""source_domain"": ""www.revolvermag.com"", ""tweet_num"": ""51"", ""platform"": ""news""}",
FakeNewsNet,fn_starmagazine.com_54,Chris Pratt Pushed By Pals To Date Jennifer Lawrence After Anna Faris Split,fake,fake,1,fake,,title,,text,False,"{""source"": ""starmagazine.com"", ""url"": ""starmagazine.com/2017/08/31/chris-pratt-pushed-pals-date-jennifer-lawrence-anna-faris-split/"", ""source_domain"": ""starmagazine.com"", ""tweet_num"": ""3"", ""platform"": ""news""}",
FakeNewsNet,fn_radaronline.com_93,Jamie Foxx Strays From Katie Holmes With His Baby Mama!,fake,fake,1,fake,,title,,text,False,"{""source"": ""radaronline.com"", ""url"": ""radaronline.com/exclusives/2018/03/jamie-foxx-strays-from-katie-holmes-with-baby-mama-kristin-grannis/"", ""source_domain"": ""radaronline.com"", ""tweet_num"": ""2"", ""platform"": ""news""}",
FakeNewsNet,fn_www.usmagazine.com_10,Ray J and Princess Love Are Expecting Their First Child,real,real,0,real,,title,,text,False,"{""source"": ""www.usmagazine.com"", ""url"": ""https://www.usmagazine.com/celebrity-moms/news/ray-j-and-princess-love-are-expecting-their-first-child/"", ""source_domain"": ""www.usmagazine.com"", ""tweet_num"": ""90"", ""platform"": ""news""}",
FakeNewsNet,fn_www.goldenglobes.com_85,The Golden Globe Ambassador: Presenting Hollywood's Next Generation,real,real,0,real,,title,,text,False,"{""source"": ""www.goldenglobes.com"", ""url"": ""https://www.goldenglobes.com/ambassador-missmr-golden-globe"", ""source_domain"": ""www.goldenglobes.com"", ""tweet_num"": ""17"", ""platform"": ""news""}",
FakeNewsNet,fn_www.inquisitr.com_33,Angelina Jolie Has Not Canceled ‘Tomb Raider’ Reboot Cameo [Debunked],fake,fake,1,fake,,title,,text,False,"{""source"": ""www.inquisitr.com"", ""url"": ""www.inquisitr.com/3862390/angelina-jolie-rumored-to-have-canceled-tomb-raider-reboot-cameo-debunked/"", ""source_domain"": ""www.inquisitr.com"", ""tweet_num"": ""10"", ""platform"": ""news""}",
FakeNewsNet,fn_people.com_20,All the Photos from Colton Haynes & Jeff Leatham's Star-Studded Wedding,real,real,0,real,,title,,text,False,"{""source"": ""people.com"", ""url"": ""https://people.com/tv/colton-haynes-jeff-leathams-wedding-photos/"", ""source_domain"": ""people.com"", ""tweet_num"": ""81"", ""platform"": ""news""}",
FakeNewsNet,fn_www.elle.com_19,Justin Theroux Found Jennifer Aniston's Love Note Post-Its From Brad Pitt,fake,fake,1,fake,,title,,text,False,"{""source"": ""www.elle.com"", ""url"": ""www.elle.com/culture/celebrities/a18569632/justin-theroux-jennifer-aniston-brad-pitt-love-note-post-its-report/"", ""source_domain"": ""www.elle.com"", ""tweet_num"": ""8"", ""platform"": ""news""}",
FakeNewsNet,fn_people.com_26,Chrissy Teigen on That Time John Legend Tried to Break Up with Her: 'He Was Being a Whiny Face',real,real,0,real,,title,,text,False,"{""source"": ""people.com"", ""url"": ""https://people.com/music/chrissy-teigen-john-legend-break-up-whiny/"", ""source_domain"": ""people.com"", ""tweet_num"": ""83"", ""platform"": ""news""}",
FakeNewsNet,fn_popculture.com_31,'RHOC' Husband Jim Edmonds Slams Kelly Dodd's Mistress Accusation,real,real,0,real,,title,,text,False,"{""source"": ""popculture.com"", ""url"": ""https://popculture.com/reality-tv/2017/10/29/rhoc-jim-edmonds-denies-kelly-dodd-mistress-accusation/"", ""source_domain"": ""popculture.com"", ""tweet_num"": ""53"", ""platform"": ""news""}",
FakeNewsNet,fn_www.vanityfair.com_48,"No, Sophie Turner’s Game of Thrones Tattoo Didn’t Spoil the End of the Series",real,real,0,real,,title,,text,False,"{""source"": ""www.vanityfair.com"", ""url"": ""https://www.vanityfair.com/hollywood/2018/06/sophie-turner-explains-direwolf-game-of-thrones-tattoo"", ""source_domain"": ""www.vanityfair.com"", ""tweet_num"": ""40"", ""platform"": ""news""}",
FakeNewsNet,fn_www.amazon.com_52,"Swimsuits & Cover Ups / Clothing: Clothing, Shoes & Jewelry",real,real,0,real,,title,,text,False,"{""source"": ""www.amazon.com"", ""url"": ""https://www.amazon.com/Swimsuits-Cover-Ups-5-50-Clothing/s?ie=UTF8&page=1&rh=n%3A1046622%2Cp_36%3A500-5000"", ""source_domain"": ""www.amazon.com"", ""tweet_num"": ""62"", ""platform"": ""news""}",
FakeNewsNet,fn_www.harpersbazaar.com_59,Margot Robbie Had a Hilariously Embarrassing Encounter with Obama on Her Honeymoon,real,real,0,real,,title,,text,False,"{""source"": ""www.harpersbazaar.com"", ""url"": ""https://www.harpersbazaar.com/celebrity/latest/a15051404/margot-robbie-meeting-ellen-barack-obama/"", ""source_domain"": ""www.harpersbazaar.com"", ""tweet_num"": ""10"", ""platform"": ""news""}",
FakeNewsNet,fn_www.inglewoodtoday.com_7,Keri and Yara Shahidi Master Mom-Daughter Fashion,real,real,0,real,,title,,text,False,"{""source"": ""www.inglewoodtoday.com"", ""url"": ""http://www.inglewoodtoday.com/keri-and-yara-shahidi-master-mom-daughter-fashion/"", ""source_domain"": ""www.inglewoodtoday.com"", ""tweet_num"": ""99"", ""platform"": ""news""}",
FakeNewsNet,fn_www.thecut.com_28,Kathy Griffin Isn’t Apologizing Anymore,real,real,0,real,,title,,text,False,"{""source"": ""www.thecut.com"", ""url"": ""https://www.thecut.com/2017/08/kathy-griffin-donald-trump-interview.html"", ""source_domain"": ""www.thecut.com"", ""tweet_num"": ""13"", ""platform"": ""news""}",
FakeNewsNet,fn_homelessholocaust.wordpress.com_55,McCain’s Death Bed Secret Just Came Out About Who He Killed After Skeleton Suddenly Resurfaces,fake,fake,1,fake,,title,,text,False,"{""source"": ""homelessholocaust.wordpress.com"", ""url"": ""homelessholocaust.wordpress.com/2017/12/03/mccains-death-bed-secret-just-came-out-about-who-he-killed-after-skeleton-suddenly-resurfaces/"", ""source_domain"": ""homelessholocaust.wordpress.com"", ""tweet_num"": ""2"", ""platform"": ""news""}",
