id,claim,claim_en,verdict,train_mask,val_mask,test_mask
2360,Uso de máscaras não é mais obrigatório no Brasil,The use of masks is no longer mandatory in Brazil,misinformation,False,False,True
2361,AGORA É LEI O uso de máscaras NÃO É MAIS obrigatório em todo o Brasil. Está no Diário Oficial da União: Lei 14019,NOW IT'S THE LAW The use of masks is NO LONGER mandatory throughout Brazil. It is in the Federal Official Gazette: Law 14019,misinformation,False,False,True
2362,"O Brasil ora pelo Bruno, Goleiro foi ENVENENADO e está em estado GRAVE VEJA O VIDEO NOS COMENTARIOS","Brazil prays for Bruno, Goalkeeper was POISONED and is in SERIOUS condition SEE THE VIDEO IN COMMENTS",misinformation,False,False,True
2363,“AGORA É LEI. O uso de máscaras NÃO É MAIS obrigatório em todo o Brasil. Está no Diário Oficial da União: lei 14019.”,“NOW IT'S LAW. The use of masks is NO LONGER mandatory throughout Brazil. It is in the Federal Official Gazette: law 14019.”,misinformation,False,False,True
2388,A propagação da Covid-19 terá tido origem em vacinas da gripe contami......,The spread of Covid-19 may have had its origins in contami......,misinformation,True,False,False
2409,É uma das mais recentes teorias de conspiração em torno da pandemia d......,It is one of the most recent conspiracy theories surrounding the pandemic of......,misinformation,True,False,False
2410,Depois de vários meses a afirmar que o novo coronavírus se transmitia......,After several months claiming that the new coronavirus was transmitted......,misinformation,True,False,False
2411,Em artigo partilhado nas redes sociais alega-se que o novo coronavíru......,In an article shared on social networks it is alleged that the new coronavirus......,misinformation,True,False,False
2447,Máscaras vindas da China estão contaminadas com coronavírus,Masks from China are contaminated with coronavirus,misinformation,True,False,False
2479,"*** A VERDADE QUE A CHINA ESCONDE: (Edição e tradução do link de Sandra Valeria) Coronavírus na China: mais de 30 milhões em quarentena, 2,8 milhões infectados; 112.000 MORTOS ! Pessoas caindo mortas pelas ruas e trens ! Supermercados sem mantimentos ! - Programa de rádio de Hal Turner","*** THE TRUTH THAT CHINA HIDE: (Editing and translation of the link by Sandra Valeria) Coronavirus in China: more than 30 million in quarantine, 2.8 million infected; 112,000 DEAD! People falling dead in the streets and trains! Supermarkets without groceries! - Hal Turner radio show",misinformation,True,False,False
2502,"Os hotéis de Cristiano Ronaldo vão tornar-se hospitais a partir da próxima semana, onde pessoas com coronavírus em Portugal poderão ser tratadas de forma totalmente gratuita.","Cristiano Ronaldo's hotels will become hospitals starting next week, where people with coronaviruses in Portugal can be treated completely free of charge.",misinformation,True,False,False
2504,O jogador de futebol Cristiano Ronaldo irá transformar seus hoteis em hospitais para pacientes do novo coronavírus,Soccer player Cristiano Ronaldo will turn his hotels into hospitals for patients with the new coronavirus,misinformation,True,False,False
2596,Dados do CDC mostram mais de 500 mortes após vacinação contra Covid-19.,CDC data show more than 500 deaths after vaccination against Covid-19.,misinformation,True,False,False
2597,Dados do CDC mostram mais de 500 mortes e mais de 10 mil eventos adversos após vacinação contra Covid-19.,"CDC data show more than 500 deaths and more than 10,000 adverse events after Covid-19 vaccination.",misinformation,True,False,False
2599,Comparar letalidade da covid-19 à taxa de efeitos colaterais da vacina CoronaVac,Compare lethality of covid-19 to the rate of side effects of CoronaVac vaccine,misinformation,True,False,False
2601,Três irmãos morrem após receberem doses da vacina chinesa contra a Covid-19.,Three brothers die after receiving doses of Chinese vaccine against Covid-19.,misinformation,True,False,False
2605,30% dos vacinados contra Covid-19 morrerão em três meses,30% of those vaccinated against Covid-19 will die within three months,misinformation,True,False,False
2625,Conteúdo verificado: Um vídeo que afirma que o uso de máscaras não ajuda no combate ao novo coronavírus publicado no Instagram pelo perfil rodrigopolesso.,Content verified: A video that claims that the use of masks does not help in the fight against the new coronavirus posted on Instagram by the profile rodrigopolesso.,misinformation,True,False,False
2676,"Mike Yeadon, ex-cientista-chefe da Pfizer: “É tarde demais para salvar alguém que foi injetado com qualquer vacina Covid-19 para aqueles que ainda não foram injetados com o composto mortal","Mike Yeadon, former chief scientist at Pfizer: “It is too late to save someone who has been injected with any Covid-19 vaccine for those who have not yet been injected with the deadly compound",misinformation,True,False,False
2687,"Publicação prega otimismo sobre vacinação contra a covid-19, mas confunde e omite informações","Publication preaches optimism about vaccination against covid-19, but confuses and omits information",misinformation,True,False,False
2691,Estudo prova que máscaras contra covid-19 são prejudiciais para crianças,Study proves that covid-19 masks are harmful to children,misinformation,True,False,False
2704,Este vídeo mostra o ataque do Irã contra alvos dos Estados Unidos no Iraque de 7 de janeiro de 2020,"This video shows Iran's attack on US targets in Iraq on January 7, 2020",misinformation,False,False,True
2705,Vídeo de dezenas de mísseis do Irã contra Estados Unidos,Video of dozens of missiles from Iran against the United States,misinformation,False,False,True
2708,Estas fotos mostram o ataque do Irã contra bases dos Estados Unidos de 7 de janeiro de 2020,"These photos show Iran's attack on US bases on January 7, 2020",misinformation,False,False,True
2758,O uso prolongado da máscara produz hipóxia.,Prolonged use of the mask produces hypoxia.,misinformation,True,False,False
2762,O uso prolongado da máscara produz hipóxia,Prolonged use of the mask produces hypoxia,misinformation,True,False,False
2894,"Finlândia terá jornada de trabalho de seis horas, quatro dias por semana","Finland will have a six-hour working day, four days a week",misinformation,True,False,False
2991,Vítimas do CoronaVirus são enterrados na manhã dessa quarta-feira na Itália. DESCANSEM EM PAZ,CoronaVirus victims are buried this Wednesday morning in Italy. REST IN PEACE,misinformation,True,False,False
3169,"DRONE usado no ataque que matou o general Qasem Soleimani, comandante da Força Quds Islâmica, do IrÃ VÍDEO DO ATAQUE AO GENERAL IRANIANO.","DRONE used in attack that killed General Qasem Soleimani, commander of Islamic Quds Force, from Iran VIDEO OF ATTACK ON IRANIAN GENERAL.",misinformation,False,False,True
3570,La pandemia en realidad es una plandemia,The pandemic is actually a plandemic,misinformation,True,False,False
3599,Estudo da Universidade de Tel Aviv: Pessoas Vacinadas Tem Oito Vezes Mais Chances de Contrair Variante do Coronavírus,Tel Aviv University Study: People Vaccinated Are Eight Times More Likely to Get Coronavirus Variant,misinformation,True,False,False
3609,Letalidade da covid-19 x efeitos colaterais da vacina,Covid-19 lethality vs. vaccine side effects,misinformation,True,False,False
3612,"quando a vacina contra covid-19 for desenvolvida, a maior parte das pessoas já terá contraído a doença e a imunização não será mais necessária","by the time the covid-19 vaccine is developed, most people will have already contracted the disease and immunization will no longer be necessary.",misinformation,True,False,False
3692,"Cloroquina cura 98,7% dos pacientes com covid-19",Chloroquine cures 98.7% of patients with covid-19,misinformation,True,False,False
3711,O candidato democrata à Presidência dos Estados Unidos Joe Biden estava com ponto eletrônico no debate com Donald Trump,Democratic candidate for the presidency of the United States Joe Biden had electronic point in the debate with Donald Trump,misinformation,True,False,False
3798,Esta foto mostra a região da Cracolândia em meio à pandemia do novo coronavírus,This photo shows the region of Cracolândia in the midst of the new coronavirus pandemic,misinformation,True,False,False
3805,Novo coronavírus existe desde 2003,New coronavirus has existed since 2003,misinformation,True,False,False
3818,"Conteúdo verificado: Um vídeo com informações falsas sobre a covid-19. Nele, uma médica afirma que a doença tem cura: um coquetel de hidroxicloroquina, azitromicina e zinco. Ela também diz que curou mais de 350 pessoas e que as máscaras são desnecessárias. As imagens foram feitas nos Estados Unidos e compartilhadas nos perfis do presidente Donald Trump e de Madonna. Uma versão editada e legendada em português da gravação foi compartilhada pelo Twitter de uma apoiadora do presidente Jair Bolsonaro (sem partido).","Verified Content: A video with false information about covid-19. In it, a doctor says that the disease is curable: a cocktail of hydroxychloroquine, azithromycin and zinc. She also says she has healed more than 350 people and that masks are unnecessary. The images were taken in the United States and shared on the profiles of President Donald Trump and Madonna. Uma versão editada e legendada em português da gravação foi compartilhada pelo Twitter de uma apoiadora do presidente Jair Bolsonaro (sem partido).",misinformation,True,False,False
3834,Steve Hotze diz que vacinas são experimentais e podem ser mais perigosas que covid,Steve Hotze says vaccines are experimental and may be more dangerous than covid.,misinformation,True,False,False
3844,"Felipe Neto disse criança é que nem doce, eu como escondido","Felipe Neto said child is like sweet, I eat hidden",misinformation,False,False,True
3845,China compra vacina contra Covid-19 da Suécia e descarta imunização vendida para SP,China buys Covid-19 vaccine from Sweden and discards immunization sold to SP,misinformation,False,False,True
3846,"Felipe Neto: criança é que nem doce, eu como escondido","Felipe Neto: child is like sweet, I eat hidden",misinformation,False,False,True
3850,Novel de medicina afirmou que Covid-19 foi criado em laboratório chinês,Novel of Medicine stated that Covid-19 was created in Chinese laboratory,misinformation,False,False,True
3856,Maioria das pessoas é imune ao vírus que causa a covid-19,Most people are immune to the virus that causes covid-19,misinformation,True,False,False
3861,Exame para detecção da Covid-19 danifica barreira hematoencefálica e pode causar inflamação do cérebro,Covid-19 test damages the blood-brain barrier and may cause brain inflammation,misinformation,True,False,False
3865,"O exame para detecção de COVID-19 com swab nasal pode comprometer a barreira hematoencefálica, provocando uma inflamação no cérebro","The test to detect COVID-19 with a nasal swab can compromise the blood-brain barrier, causing inflammation in the brain",misinformation,True,False,False
3935,Os registros de óbitos em cartórios DESMENTEM e revelam quão descaradamente absurda e falsa é a campanha envolvendo essa suposta epidemia causada pelo vírus Covid-19,Death records in registries BELIEVE and reveal how blatantly absurd and false is the campaign involving this supposed epidemic caused by the Covid-19 virus,misinformation,True,False,False
3940,IMPORTANTÍSSIMO. Vacina mais perigosa do que o vírus. Dra tira dúvidas sobre Covid 19 e vacinas,VERY IMPORTANT. Vaccine more dangerous than virus. Dr asks questions about Covid 19 and vaccines,misinformation,True,False,False
3945,"A vacina CoronaVac contra a covid-19 tem um resultado 0,38% superior ao do placebo",CoronaVac vaccine against covid-19 has a 0.38% higher result than placebo,misinformation,True,False,False
4004,Vídeo mostra o momento da queda do avião operado pela Ethiopian Airlines.,Video shows the moment of the crash of the plane operated by Ethiopian Airlines.,misinformation,False,False,True
4062,Vídeo mostra mesários inserindo votos fraudulentos em urnas nos EUA,Video shows board members entering fraudulent ballots in US ballot boxes,misinformation,False,False,True
4064,Denúncia de irregularidades em cadastro de eleitores em Detroit aponta fraudes eleitorais na cidade,Reporting irregularities in voter registration in Detroit points to electoral fraud in the city,misinformation,False,False,True
4065,Mais uma fraude nas eleições dos Estados Unidos. Funcionários colocavam cédulas dentro das urnas.,Another fraud in the US elections. Officials placed ballots inside the ballot boxes.,misinformation,False,False,True
4068,O ambicioso plano de Biden pode significar que os americanos serão forçados a cortar 90% da carne vermelha de suas dietas,Biden's ambitious plan could mean Americans will be forced to cut 90 percent of red meat from their diets.,misinformation,True,False,False
4126,Vacina contra covid tem efeito magnético,Covid vaccine has magnetic effect,misinformation,True,False,False
4251,Reportagem de 2015 de TV italiana mostra que novo coronavírus foi criado em um laboratório chinês,2015 Italian TV report shows that new coronavirus was created in a Chinese laboratory,misinformation,True,False,False
4256,Esta imagem mostra dois coalas resgatados dos atuais incêndios australianos,This image shows two koalas rescued from current Australian fires.,misinformation,True,False,False
4258,Estes vídeos mostram cangurus abraçando voluntárias que os salvaram dos incêndios da Austrália,These videos show kangaroos hugging volunteers who saved them from the fires of Australia,misinformation,True,False,False
4271,Lista de conselhos para não ficar doente e prevenir o coronavírus,List of advice for not getting sick and preventing the coronavirus,misinformation,True,False,False
4287,China busca aprovação do tribunal para matar mais de 20.000 pacientes com coronavírus para evitar maior disseminação do vírus,"China seeks court approval to kill more than 20,000 coronavirus patients to prevent further spread of virus",misinformation,True,False,False
4306,OMS admite que os testes PCR para covid-19 não são confiáveis,WHO admits that PCR tests for covid-19 are unreliable,misinformation,True,False,False
4325,Esta imagem mostra uma redução na poluição devido à quarentena imposta para reduzir o contágio do novo coronavírus,This image shows a reduction in pollution due to the quarantine imposed to reduce the contagion of the new coronavirus,misinformation,True,False,False
4330,Cher de 75 anos com sua mãe de 97.,75-year-old Cher with her 97-year-old mother.,misinformation,True,False,False
4352,Olha aí um dos motivos dessa doença Corona vírus [ter se espalhado na China]!!!!,Here's one of the reasons why this Corona virus disease [has spread in China]!!!!,misinformation,True,False,False
4390,Vídeos provam fraude eleitoral nos EUA,Videos prove electoral fraud in the US,misinformation,False,False,True
4393,Parciais divulgadas da votação em São Paulo indicam fraude,Published partials of voting in São Paulo indicate fraud,misinformation,False,False,True
4406,Reportagem da RAI sobre o coronavírus em 2015... Vejam!,RAI report on the coronavirus in 2015... Look!,misinformation,True,False,False
4424,Greta Thunberg aparece em vídeo atirando com fuzil,Greta Thunberg appears in a video shooting with a rifle,misinformation,True,False,False
4425,Vídeo mostra Greta Thunberg atirando com fuzil,Video shows Greta Thunberg firing a rifle,misinformation,True,False,False
4429,Pessoa vista atirando em vídeo é Greta Thunberg.,Person seen shooting video is Greta Thunberg.,misinformation,True,False,False
4487,"Foto de duas caixas com ""cédulas rejeitadas como ilegais"" e ""cédulas aceitas como legais"" provam a fraude nas eleições dos Estados Unidos em 2020.","Photo of two boxes with ""ballots rejected as illegal"" and ""ballots accepted as legal"" prove fraud in the 2020 US elections.",misinformation,False,False,True
4520,Estas fotos correspondem aos incêndios que estão atingindo a Amazônia atualmente,These photos correspond to the fires that are currently affecting the Amazon,misinformation,True,False,False
4523,Estas fotos correspondem aos incêndios florestais que estão atingindo a Amazônia atualmente,These photos correspond to the forest fires that are currently affecting the Amazon,misinformation,True,False,False
4575,Este vídeo mostra pessoas morrendo devido ao novo coronavírus,This video shows people dying from the new coronavirus,misinformation,True,False,False
4610,"Covid-19 é fictícia, é outra cepa de gripe, diz doutor em virologia e imunologia que testou 1.500 amostras positivas","Covid-19 is fictitious, it's another flu strain, says a doctor of virology and immunology who tested 1,500 positive samples",misinformation,True,False,False
4622,O mercado de Wuhan. O foco inicial do coronavírus,The Wuhan market. The initial focus of the coronavirus,misinformation,True,False,False
4655,"médico afirma que as vacinas em desenvolvimento para a covid-19 e que utilizam as tecnologias de vetor viral, vacina de DNA e vacina de RNA mensageiro podem provocar danos genéticos potenciais em quem se imunizar","The doctor says that vaccines under development for covid-19 that use viral vector, DNA vaccine, and messenger RNA vaccine technologies can cause potential genetic damage in those who immunize.",misinformation,True,False,False
4672,A OMS removeu a maconha da categoria de drogas,WHO removed marijuana from the drug category,misinformation,True,False,False
4691,Hidroxicloroquina reduz o risco de morte pela covid-19,Hydroxychloroquine reduces the risk of death from covid-19,misinformation,True,False,False
4694,Bruno Covas anuncia em julho a inclusão da cloroquina no protocolo de tratamento de pacientes com covid-19 nos hospitais municipais,Bruno Covas announces in July the inclusion of chloroquine in the treatment protocol for patients with covid-19 in municipal hospitals,misinformation,True,False,False
4695,Estudo belga comprova eficácia da hidroxicloroquina no tratamento precoce da covid-19,Belgian study proves the efficacy of hydroxychloroquine in the early treatment of covid-19,misinformation,True,False,False
4696,A hidroxicloroquina tem bons efeitos terapêuticos [para Covid-19],Hydroxychloroquine has good therapeutic effects [for Covid-19],misinformation,True,False,False
4704,"Joe Biden não vai chegar a ser eleito, vai cair na Suprema Corte dos EUA por fraude.","Joe Biden will not get elected, he will fall to the US Supreme Court for fraud.",misinformation,True,False,False
4711,Israel sai na frente e já tem vacina contra o (Covid-19) coronavírus,Israel takes the lead and already has a vaccine against the (Covid-19) coronavirus,misinformation,True,False,False
4713,Este vídeo mostra um ato da greve geral de 21 de novembro na Colômbia,This video shows an act of the November 21 general strike in Colombia,misinformation,False,True,False
4785,Um teste rápido de antigénio de Covid-19 terá dado positivo para uma ......,A rapid Covid-19 antigen test will have been positive for a ......,misinformation,True,False,False
4792,Hidroxicloroquina cura o coronavírus,Hydroxychloroquine cure or coronavirus,misinformation,True,False,False
4817,Medicamentos curam a covid-19 e impedem a evolução da doença caso sejam receitados no início dos sintomas,Medicines cure covid-19 and prevent the disease from progressing if prescribed at the onset of symptoms,misinformation,True,False,False
4822,Renomearam pneumonia e insuficiência respiratória para covid-19,Renamed pneumonia and respiratory failure to covid-19,misinformation,True,False,False
4840,"URGENTÍSSIMO: 2,8 MILHÕES INFECTADOS PELO CORONAVÍRUS DA CHINA ( 112 MIL MORTOS JÁ) MÍDIA ESCONDE.",EMERGENCY: 2.8 MILLION INFECTED BY CORONAVIRUS FROM CHINA (112 THOUSAND DEAD ALREADY) MEDIA HIDE.,misinformation,True,False,False
4877,"Unicef O Corona vírus é maior do que o normal; o diâmetro da célula é de 400 a 500 mícrons e, por esse motivo, qualquer máscara impede a sua entrada no organismo.","Unicef The Corona virus is larger than normal; the cell diameter is 400 to 500 microns and, for this reason, any mask prevents its entry into the body.",misinformation,True,False,False
4948,la ivermectina no es una alternativa de vida para todos frente al COVID-19,Ivermectin is not a life alternative for everyone against COVID-19,misinformation,True,False,False
4952,"IVERMECTINA supera vacinas: mais de 83% de eficácia contra a Covid-19, revela a ciência","IVERMECTIN beats vaccines: more than 83% effective against Covid-19, science reveals",misinformation,True,False,False
4999,"“Imagens do céu de Marte durante a noite, enviadas pelo Rover Perseverance”.","""Pictures of the sky of Mars at night, sent by Rover Perseverance.""",misinformation,False,True,False
5028,Esta mulher sofreu uma convulsão após ser vacinada contra a covid-19 na Argentina,This woman suffered a seizure after being vaccinated against covid-19 in Argentina,misinformation,True,False,False
5041,Estudo de Stanford diz que máscaras faciais são ineficazes contra Covid-19,Stanford Study Says Face Masks Are Ineffective Against Covid-19,misinformation,True,False,False
5072,"Nike lança coleção de tênis satanista limitada a 666 pares, com símbolos como pentagrama, versículo Lucas 10:38, cruz invertida e até gota de sangue humano","Nike launches Satanist sneaker collection limited to 666 pairs, with symbols such as pentagram, verse Luke 10:38, inverted cross and even drop of human blood",misinformation,True,False,False
5111,Um estudo da Universidade de Stanford demonstrou que máscaras são ineficazes contra a covid-19,A Stanford University study has shown that masks are ineffective against covid-19,misinformation,True,False,False
5181,Joe Biden retoma construção do muro de Trump,Joe Biden resumes construction of Trump's wall,misinformation,True,False,False
5184,Médico morreu por covid-19 após tomar a vacina,Doctor died by covid-19 after taking the vaccine,misinformation,True,False,False
5209,Tasuku Honjo: Novo coronavírus não é natural,Tasuku Honjo: New coronavirus is unnatural,misinformation,True,False,False
5237,Denúncia sobre 21 mil mortos em cadastro de eleitores da Pensilvânia prova fraude na votação nos EUA,"Denunciation of 21,000 dead in Pennsylvania's voter registry proves fraud in US voting",misinformation,False,False,True
5243,Biden disse que organizou a maior fraude eleitoral da história,Biden said he organized the biggest electoral fraud in history,misinformation,True,False,False
5277,Enfermeira que desmaiou após receber a vacina contra a covid-19 da Pfizer faleceu,A nurse who fainted after receiving the Pfizer covid-19 vaccine passed away,misinformation,True,False,False
5281,"Falando da tal vacina. vejam o caso dessa enfermeira que acaba de tomar a vacina já passa mal e desmaia,","Speaking of such a vaccine. look at the case of this nurse who has just been vaccinated and is already sick and faints,",misinformation,True,False,False
5308,"A vitória de Joe Biden, candidato do Partido Democrata, nas eleições ......","The victory of Joe Biden, candidate of the Democratic Party, in the elections ......",misinformation,True,False,False
5421,Vacinas do coronavírus será mundial e virão com microchips para colher identidades biométrica da população,Coronavirus vaccines will be worldwide and will come with microchips to harvest biometric identities from the population,misinformation,True,False,False
5455,"O hospital John Hopkins enviou o seguinte a respeito do COVID-19. Excelente artigo e recomendações: * O vírus não é um organismo vivo, mas uma molécula de proteína (DNA) coberta por uma camada protetora de lipídios (gordura)","John Hopkins Hospital sent the following regarding COVID-19. Excellent article and recommendations: * The virus is not a living organism, but a protein molecule (DNA) covered by a protective layer of lipids (fat)",misinformation,True,False,False
5456,A cada 100 anos ocorre uma epidemia e a COVID-19 segue esse padrão,Every 100 years there is an epidemic and COVID-19 follows this pattern,misinformation,True,False,False
5468,Dicas de higiene contra o novo coronavírus,Hygiene tips against the new coronavirus,misinformation,True,False,False
5672,Joe Biden recebeu as perguntas do debate com antecedência,Joe Biden received the debate questions in advance,misinformation,True,False,False
5774,Jovens de 18 a 20 anos serão vacinados em 8 de agosto,Young people from 18 to 20 years old will be vaccinated on August 8th,misinformation,True,False,False
6085,"A PATENTE DA VACINA CONTRA CORONA VIRUS PERTENCE À BILL GATES ! ""CORONAVIRUS CHEGA AO BRASIL PATENTEADO POR BILL GATES?"".","THE PATENT FOR THE VACCINE AGAINST CORONA VIRUS BELONGS TO BILL GATES! ""CORONAVIRUS ARRIVES IN BRAZIL PATENTED BY BILL GATES?"".",misinformation,True,False,False
6178,Multidão marcha em Washington a favor de Trump,Crowd March in Washington for Trump,misinformation,False,False,True
6179,Foto mostra protesto pró-Trump em 6 de janeiro de 2020,"Photo shows pro-Trump protest on January 6, 2020",misinformation,False,False,True
6184,Simpsons previram coronavírus em 1993,Simpsons predicted coronavirus in 1993,misinformation,True,False,False
6186,Estas são algumas das formas de contágio do novo coronavírus,These are some of the ways in which the new coronavirus can be spread,misinformation,True,False,False
6193,"""No ano 1993, o desenho Os Simpsons previu uma contaminação viral, semelhante ao Coronavírus, a partir do Japão”.","""In 1993, The Simpsons cartoon predicted a viral infection, similar to Coronavirus, from Japan.""",misinformation,True,False,False
6208,A cobaia do Doria que tomou a vacina chinesa contra o novo coronavírus.,Doria's guinea pig that took the Chinese vaccine against the new coronavirus.,misinformation,True,False,False
6209,Vacina de Oxford já tem comprovação científica no combate e imunização do coronavírus,Oxford vaccine already has scientific proof in combating and immunizing the coronavirus,misinformation,True,False,False
6223,"Segundo médicos de UTI e órgão da saúde, coronavírus começa a perder força","According to ICU doctors and health agency, coronavirus begins to lose strength",misinformation,True,False,False
6250,A pandemia de Covid-19 e subsequente utilização generalizada de másca......,The Covid-19 pandemic and subsequent widespread use of mask......,factual,True,False,False
6502,Vacina contra o coronavírus foi descoberta por um instituto de biotecnologia do Ministério da Defesa de Israel e será produzida em larga escala,Coronavirus vaccine was discovered by an Israeli Ministry of Defense biotechnology institute and will be produced on a large scale,misinformation,True,False,False
6623,"Pacientes com covid-19 tratados com remédios logo no início da doença, não evoluem para estágio grave",Patients with covid-19 treated with drugs early in the disease do not progress to a severe stage,misinformation,True,False,False
6682,Ivermectina é eficaz contra a covid-19,Ivermectin is effective against covid-19,misinformation,True,False,False
6878,claves para desmontar por completo el relato oficial de esta falsa pandemia,keys to completely dismantling the official account of this false pandemic,misinformation,True,False,False
6883,Chabelo está hospitalizado,Chabelo is hospitalized,misinformation,True,False,False
6903,"Revista 'Saúde' de maio/2003 já alertava sobre o coronavírus que a China, irresponsável mente espalhou pelo mundo”",'Saúde' magazine from May/2003 already warned about the coronavirus that China irresponsibly spread around the world”,misinformation,True,False,False
6918,Ivermectina mata o coronavírus e cura a Covid-19.,Ivermectin kills the coronavirus and cures Covid-19.,misinformation,True,False,False
6927,Teste em cão dá positivo para o novo coronavírus,Dog test positive for new coronavirus,misinformation,True,False,False
6981,"O Instituto Vital Brazil achou a cura da Covid, em seu estágio inicial, com tratamento a base de plasma eqüino, que produz anticorpos 100 vezes mais potentes do que o humano, eficácia de 100% na cura.","The Instituto Vital Brazil found the cure for Covid, in its initial stage, with a treatment based on equine plasma, which produces antibodies 100 times more potent than the human, 100% effective in the cure.",misinformation,True,False,False
6982,"Viva!!! Ate q enfin uma boa notícia, o Instituto Vital Brasil achou a cura da Covid, em seu estagio inicial, com tratamento a base de plasma equino, q produz anticorpos 100 vezes mais potentes do que o humano, eficácia de 100% na cura, quero ver onde vão enfiar as vacinas, parabéns, Brasil ?????","Alive!!! Until there is good news, Instituto Vital Brasil found a cure for Covid, in its initial stage, with a treatment based on equine plasma, which produces antibodies 100 times more potent than human antibodies, 100% effective in the cure, I want see where the vaccines will stick, congratulations, Brazil ?????",misinformation,True,False,False
6984,"O Instituto Vital Brasil achou a cura da Covid, em seu estagio inicial, com tratamento a base de plasma equino, q produz anticorpos 100 vezes mais potentes do que o humano, eficácia de 100% na cura","Instituto Vital Brasil found a cure for Covid, in its initial stage, with treatment based on equine plasma, which produces 100 times more potent antibodies than human antibodies, 100% effective in curing",misinformation,True,False,False
6985,"Instituto Vital Brazil achou a cura da Covid, em seu estágio inicial, que produz anticorpos 100 vezes mais potentes do que o humano, eficácia de 100% na cura, parabéns, Brasil.","Instituto Vital Brazil found Covid's cure, in its early stage, which produces antibodies 100 times more potent than human, 100% effective in curing, congratulations, Brazil.",misinformation,True,False,False
6990,"Palácio Real confirma que rainha Elizabeth dá positivo para coronavírus REINO UNIDO – A rainha Elizabeth II testou positivo para o novo coronavírus,","Royal Palace Confirms Queen Elizabeth Tests Positive for Coronavirus UNITED KINGDOM – Queen Elizabeth II tested positive for the new coronavirus,",misinformation,True,False,False
6991,Post no Twitter afirmou que João Doria havia tomado a vacina chinesa,Post on Twitter claimed that João Doria had taken the Chinese vaccine,misinformation,True,False,False
6992,"João Dória é a prova de que a vacina chinesa (que ele tanto defende) não funciona! Ele tomou, e agora está contaminado!","João Dória is proof that the Chinese vaccine (which he defends so much) doesn't work! He took it, and now it's contaminated!",misinformation,True,False,False
6993,Máscaras impedem a oxigenação pulmonar e a respiração correta,Masks prevent lung oxygenation and correct breathing,misinformation,True,False,False
6996,Alerta Contra O Uso De Máscaras: 'A Privação De Oxigêncio Causa Danos Neurológicos Permanentes',Warning Against Using Masks: 'Oxygen Deprivation Causes Permanent Neurological Damage',misinformation,True,False,False
6997,"“Vazamento da conversa do prefeito de Terezina, Firmino Filho(PSDB) com o senador Ciro Nogueira (PSDB). Canalhas #BOLSONAROTEMRAZÃO”.","“Leakage of the conversation between the mayor of Terezina, Firmino Filho (PSDB) and senator Ciro Nogueira (PSDB). #BOLSONAROTEMRAZÃO scoundrels”.",misinformation,False,False,True
6998,A Suécia pode ser o único país do mundo que vai acertando no combate ao coronavírus. Eles não fecharam nada e não proibiram nada e agora pesquisadores de Harvard dizem que eles podem estar certos.,Sweden may be the only country in the world that is getting it right in the fight against the coronavirus. They haven't closed anything and they haven't banned anything and now Harvard researchers say they might be right.,misinformation,True,False,False
6999,"Esse vírus estáva a disposição da China desde 2014, a vacina está pronta desde 2018, a população chinesa foi vacinada em 18 e 19 com a vacina para o covid 19 sem saber","This virus has been available to China since 2014, the vaccine has been ready since 2018, the Chinese population was vaccinated on the 18th and 19th with the vaccine for covid 19 without knowing",misinformation,True,False,False
7000,"O FDA, a agência americana de regulamentação de remédios, aprovou o uso de hidroxicloroquina em todos os pacientes com o Covid-19.","The FDA, the US drug regulatory agency, has approved the use of hydroxychloroquine in all patients with Covid-19.",misinformation,True,False,False
7001,Vídeo Plandemic mostra conspiração a favor do novo coronavírus,Plandemic video shows conspiracy in favor of new coronavirus,misinformation,True,False,False
7002,"“A VERDADE sobre a FALSA ""pandemia"" de coronavírus. Documentário de extraordinária importância com a Dra. Judy Mikovits. IMPERDÍVEL!”","“THE TRUTH about the FALSE coronavirus “pandemic”. Extraordinarily important documentary with Dr. Judy Mikovits. UNMISSABLE!""",misinformation,True,False,False
7003,“Pesquisadores: Taxas De Mortalidade Disparam Em Israel Após Vacinação Contra COVID Da Pfizer”,"""Researchers: Mortality Rates Soar in Israel After Pfizer's COVID Vaccination""",misinformation,True,False,False
7004,AS VACINAS MATAM MAIS QUE A DOENÇA!!! Pesquisa: Taxa de mortalidade por vacina para idosos de Israel 40 vezes maior do que mortes por COVID-19”.,VACCINES KILL MORE THAN DISEASE!!! Research: Vaccine mortality rate for elderly in Israel 40 times higher than deaths from COVID-19”.,misinformation,True,False,False
7005,"Donald Trump vence nos Estados da Carolina do Norte e Alaska, com isso ele já PASSOU A FRENTE DE Biden!","Donald Trump wins in the states of North Carolina and Alaska, so he has PASSED AHEAD OF Biden!",misinformation,True,False,False
7006,"Wisconsin foi pra recontagem. Inexplicavelmente tem mais votos computados do que eleitores registrados. EUA não é Brasil, gente! Já estão descobrindo a fraude","Wisconsin went to recount. Inexplicably have more votes tallied than registered voters. USA is not Brazil, people! They are already discovering the fraud",misinformation,False,False,True
7007,VACINA CORONAVAC ESTA DEIXANDO AS PESSOAS PARALITICAS VOLUNTARIOS QUE TOMARAM A VACINA TIVERAM EFEITO PARALITICO,CORONAVAC VACCINE IS LEAVING PARALYTIC PEOPLE VOLUNTEERS WHO TAKEN THE VACCINE HAD A PARALYTIC EFFECT,misinformation,True,False,False
